Ahlamula"	Yawn
Mukwetsimi"	Saint
Muladza"	Whey
Mulamula"	Orange tree
Mulamuleri"	Mediator. Peace maker.
Mulandzeri"	Follower.
Mulandzuri"	Protestant.
Mulanguteri"	Overseer. Guardian. Keeper. Steward
Mulaveleri"	Keeper. Steward.
Muleda"	Velvety stinging bean, the creeper.
Mulerisi-wa-masocha"	Sergeant.
Mulovori"	Bridegroom.
Mulumbeti"	Accuser
Mulunghisi"	Fixer
Muluva"	Acacia
Muluveri"	Foreigner. Stranger.
Muluvisi"	Tribute collecter
Muluvisi"	Tax collector. Toll gatherer.
Mulweri"	Defender. Advocate.
Mulwetani"	Rival.
Mulwi"	Warrior.
Mumbi"	Maker. Creator.
Mumbu"	Swarm.
Mump"	Wasp.
Mumpfu"	Wax.
Mumu"	Sun
Mundle"	Prawn. Shrimp.
Mundlwana"	Day after tomorrow.
Munene"	Someone great
Munghana"	Friend. Companion
Munghezi"	Englishman.
Mungoma"	Diviner. Sorcerer
Mungome"	Premises.
Mungoni"	Zulu
Mungu"	Straw. Husk. Bran
Munhu"	Person
Munhuhata"	Character
Munwi"	Drunkard.
Munyaka"	Soap-stone.
Munyama"	Darkness. Obscurity.
Munyiki"	Benefactor. Donor.
Munyu"	Salt
Muongori"	Nurse
Muoswi"	Alduterer
Mupfali"	Successor.
Mupfulunganyi"	Rebel.
Mupfumari"	Pauper. Poor.
Mupfuni"	Helper.
Muphangi"	Vandal.
Muphati"	Poet.
Muphayini"	Pine.
Muphikisani"	Rival.
Mupindzuri"	Broker. Banket. Merchant. Trader.
Mupireki"	Preacher.
Muponisi"	Saviour
Muprista"	Priest. Monk
Muprofeta"	Prophet.
Mupyopyi"	Drunkard.
Muqaxi"	Employer
Murhandzi"	Lover
Murhandziwa"	Beloved. Darling
Murhangeli"	Leader
Murhangeri"	Predecessor. Precursor.
Murhangeri-wa-tiko"	President
Murhangeri-wa-xikolo"	School principal
Murhi"	Tree. Medicine
Murhi"	Medicine
Murhu"	Sauce
Murhulisi"	Peace maker.
Murhumiwa"	Delegate. Messenger
Murhundzu"	Urine
Murhungi"	Tailor.
Murhurhi"	Relocator. Emigrant.
Murimi"	Farmer. Ploughman cultivator
Muringeli"	Sherman.
Murisi"	Shepherd. Herdsman
Muroho"	Vegetable.
Musa"	Grace
Musi"	A wood used for grinding maize
Musi"	Smoke. Steam.
Musivi"	Substitute.
Musumbunuku"	Monday
Musumi"	Singer. Bard.
Musundzungwani"	Mint.
Musungi"	Strangler
Musunguri"	Initiator. Founder.
Musweki"	Cook.
Mutameri-wa-nkwama"	Treasurer
Mutekiwa"	Bride. Spouse.
Muthofu"	Aluminium
Muthwa"	Tree water-berry.
Muti"	Family
Mutinyiketi"	Volunteer
Mutirhela-mfumo"	Official. Government official
Mutirhi"	Worker
Mutlhokovetseri"	Poet
Mutlhuvutsi"	Tuner.
Mutlhwari"	Olive tree.
Mutluti"	Seaman. Captain of ship. Rower.
Mutsandzeki"	Failure. A person who has failed.
Mutsari"	Writer. Secretary. Scribe. Author
Mutsendzeleki"	Wanderer. Bond. Rover. Vagrant.
Mutshami-wa-xitulu"	Chairman
Mutshu"	Wood.
Mutsutsumi"	Refugee.
Mutswari"	Parent
Mutwa"	Prick. Thorn. Quill
Muvabyi"	Patient.
Muvala"	Colour.
Muvatli"	Sculptor. Carpenter
Muvengi"	Foe. Hater
Muverengi"	Worker
Muvhangazi"	Tree kiaat.
Muvhuru"	Bellows.
Muvilo"	Ferment.
Muvulavuri"	Orator.
Muvuri"	Speaker. Orator.
Muvuva"	Small tree Zulu bush-willow.
Muxaka"	Species. Kind.
Muxanisi"	Persecutor. Oppressor.
Muxanisiwa"	Martyr.
Muxavi"	Buyer.
Muxavisi"	Merchant. Trader
Muxeki"	Surgeon.
Muxengi"	Traitor.
Muxiji"	Black jack. Kind of Vegetable.
Muxisi"	Deceiver
Muyataha"	Shrub
Muyeni"	Guest.
Muyimbeleri"	Singer.
Muyimeri"	Defender. Surrogate
Muyimeri"	Advocate
Muyivi"	Thief. Pickpocket
Muyuda"	Jew.
Muzala"	Nephew. Nierce
Mvavamelo "	Fire heat
N'wa-mapurasi"	Farmer
N'wabava"	-
N'wabuxu"	-
N'wachocho"	-
N'wachochovelani"	-
N'waciciripala"	-
N'wagandla"	-
N'wahuva"	Sorghum
N'wahuva"	Durra
N'walungu"	North
N'wamabidzu"	Business man. Business woman
N'wamatandzeni"	-
N'wambu"	Manilkara Mochisia
N'wamrhofeni"	-
N'wana"	Baby. Child
N'wana-kahina"	Lesser Bushbaby
N'waricici"	-
N'watipepe"	Referee
N'waxemu"	Last year
N'waya"	Scratch
N'wayitelo"	Smile
N'wenga "	Fish
N'weti"	Moon
N'wharhi"	Partridge
N'wheti"	Month
N'wina"	You. (Plural)
N'wingi"	Mother-in-law
N'wini"	Owner. Master
N'winyi"	Owner. Master
Na"	And. With
Nala"	Mourning gown
Nala"	Enemy
Namadyambu"	Evening. In the evening
Nambu"	River
Nambyana"	Stream
Names"	Mavito
Namuneti"	Soft drink
Namuntlha"	Today
Nan'waka"	This year
Nanayila"	Slowly
Nandza"	Subject. Royal servant
Nandzana"	Caracal
Nandzika"	Sweet
Nandzu"	Sin. Crime
Nantswa"	Lick
Naswona"	Even that. Including that
Nava"	Spread
Navela"	Admire. Wish
Navelela"	Wish for
Nawu"	Law
Ncecenyi"	-
Nceka"	Linen
Nchavo"	Fear
Nchumu"	Something
Ncica"	Alter
Ncila"	Tail
Ncimba"	Feces
Ncindzu"	Palm tree
Ncuva "	Traditional game
Ndandazi "	Finger Ring
Nden'wa"	Brat. Spoiled brat
Ndhambi"	Flood
Ndhawu"	Space
Ndhuma"	Fame
Ndhumba "	Shrine
Ndhumbha"	Hut for rituals
Ndhuna"	Local Headman
Ndlala"	Hunger
Ndlandlama"	Broad
Ndlela"	Path
Ndleve"	Ear
Ndlopfu"	Elephant
Ndloti"	Serval
Ndyangu"	Family
Ndzala"	Diamond
Ndzalama"	Emerald
Ndzalama"	Emerald
Ndzawini"	Greeting
Ndzeni"	Inside
Ndzhaka"	Inheritance
Ndzhaku"	Back
Ndzhandzheni"	Overseas
Ndzhati"	September
Ndzheko"	Calabash
Ndzhenga"	Late afternoon
Ndzhombo"	Bee stinger
Ndzhuti"	Shade of a tree. 
Ndzilikani"	Border line
Ndzilo"	Fire
Ndzima"	Part
Ndzimana"	Verse
Ndzimi"	Tongue. Language
Ndzingo"	Temptation
Ndzisana"	Younger sibling
Ndzulamiso"	Correction
Ndzumulo"	Very young child
Ndzumulo"	Weanling
Ndzundza"	Snake
Ndzundzana"	Royal informant
Ndzuvu"	Tribute
Nenge"	Leg
Ngalava"	Ark
Nganakana"	Prince
Nganakati"	Princess
Ngati"	Blood
Ngetelo"	Addition
Nghala"	Lion
Nghamu"	Wife
Nghamula"	Magnate
Nghangha "	Chest
Nghena"	Come in
Nghenelela"	Intervene
Nghenisa"	Put in
Nghilazi"	Glass
Nghinghiya"	Gizzards
Nghohe"	Complexion
Ngholovhani"	Wheelbarrow
Nghondzo"	Hamerkop
Nghozi"	Accident
Nghwavava"	Prostitute
Nghwazi "	Hero
Nghwendza"	Bachelor
Ngoma"	Drum
Ngon'wa"	A man who can't bear children
Ngopfu"	Much
Nguluve"	Pig
Nguluve"	Widower
Ngungumela"	Sneak. (Especially at night)
Ngururu"	Klipspringer
Nguva"	Season. Era.
Ngwenya"	Crocodile
Ngweti"	Iron ore
Ngwidi"	Lead
Nhanga"	Girls' house
Nhenha"	Warrior
Nhlakulo"	Answer
Nhlalala"	Honey bird
Nhlampfi"	Fish
Nhlamulo"	Answer
Nhlana"	Back. Back of human body
Nhlanga"	Reed
Nhlangu"	Common Reedbuck
Nhlantswa"	Milkwood 
Nhlapfura"	-
Nhlata"	Sweet potato
Nhlava"	Amaranthus Cruentus
Nhlayiseko"	Safety
Nhleti"	Grasscutter . Cane rat
Nhlohlotelo"	Influence
Nhloko"	Head
Nhlonghe"	Complexion
Nhlongolwani"	Dam
Nhlungu "	Nipple
Nhluvuko"	Development
Nhompfu"	Nose
Nhonga"	Stick
Nhonga-ya-vuhosi"	Sacred staff
Nhongani"	Fly
Nhongo"	Kudu
Nhova"	Bush
Nhulu"	Heap
Nhundzu"	Goods. Property
Nhutlwa"	Giraffe
Nhwala "	Louse
Nhwana"	Lady
Njhani"	How
Njhingha "	Elegant male
Njhovo"	Cloth made of animal skin
Njiya"	Locust. Grasshopper
Njiyamavele"	-
Njiyamisaveni"	-
Njiyankulu"	-
Njokwa "	Glutton
Njovela "	To fish
Nkahelo"	Steam. Hot air.
Nkaka"	Horned melon
Nkala"	Mongoose
Nkandziyisa"	Publish
Nkandziyiso"	Publication
Nkanjhu"	Cashew
Nkanyi"	Marula
Nkarhi"	Time
Nkata"	Fiance
Nkatamina"	Husband
Nkatanga"	My spouse
Nkateko"	Blessing
Nkava"	Belly button
Nkavani"	Tuna
Nkavavangaheti"	Whale
Nkawu"	Monkey
Nkelukelu"	Nightmare
Nketani"	Chain
Nkhaviso "	Designs
Nkhuhlano "	Friction
Nkhutu"	Platinum
Nkhwakhwa "	Drought
Nkiyasi"	-
Nkolo"	Throat
Nkombe"	Ladle
Nkombo"	Seven
Nkondzo"	Foot
Nkosi"	Funeral. Mourning
Nkova"	Valley
Nkoxi"	Male Royal counsellor
Nkuhlu"	Natal Mahogany
Nkukulu"	Broom
Nkulungwani"	Flute
Nkuma"	Ashes
Nkuma"	Gray
Nkuwa"	Fig
Nkuzi"	Bull
Nkwahle"	Giant Plated Lizard
Nkwakwa"	Muquaqua
Nkwama"	Bag
Nkwikwirimba "	Dull silence
Nombela"	Stamvrug
Nomo"	Mouth
Nona"	Grow fat
Nongonoko"	Program,schedule.
Noni"	Widow
Nonoha"	Be hard
Nonoka"	Go slowly
Norho"	Dream
Noti"	Whistle
Noto"	Zero
Noyi"	Wizard
Nsala"	Green Monkey Orange
Nsati"	Wife
Nsawutiso"	Vaccination
Nsele"	Cruelty
Nsiha"	Nerve. Vein
Nsimba-maxanatsi"	Genets
Nsimbi"	Iron
Nsimu"	Ploughing Field
Nsina"	Copper
Nsinya"	Tree
Nsisi"	Hair
Nsokoti"	Ant
Nsoma "	Anchor
Nsonga"	Waterfall
Nsovo"	Grace
Nsuku"	Gold
Nsuku"	Precious. Gold
Nsuku"	Gold
Nsuna"	Mosquito
Nswanyi "	Cud
Ntalo "	Abundance
Ntamu"	Strength
Ntangha"	Peer
Ntanghu"	Shoe
Nthambo "	Dampness
Nthlari"	Spear
Ntikelo"	Weight. Value.
Ntikiso"	Stress
Ntila"	Line
Ntima"	Black
Ntirho"	Work
Ntirhweni"	At work
Ntlakuso"	Elevation
Ntlangu"	Game
Ntlawa"	Group
Ntlhanu"	Five
Ntlhanu"	50 cents
Ntlhari"	Wiseman. Wisewoman
Ntlhaviketo"	Linking
Ntlhontlho"	Passion. Ambition. Influence
Ntlhwari"	Olive 
Ntlimbo"	Conflict. Constipation
Ntoma"	Jackalberry
Ntondho"	Wild Mango
Ntsakisi"	Source of happiness
Ntsako"	Joy
Ntsena"	Only
Ntsetselelo"	Mercy
Ntshaho"	Quote
Ntshava"	Mountain
Ntshungu"	Crowd
Ntshuxa"	Untie. Free. Emancipate
Ntshuxeko"	Freedom
Ntshwa"	New
Ntshwa-vusiku"	Blister
Ntsindza"	Capital. King's palace
Ntsumbula"	Manihot Esculenta
Ntsumbula"	Cassava
Ntswamba "	Milk
Ntswamba"	Fresh milk
Ntukulu"	Grandchild
Ntumbuluko"	Creation
Ntumi-Ntsumi"	Male Messeger
Ntumikati-Ntsumikati"	Female messenger
Ntwalo"	Fame. Popularity
Ntwanano"	Harmony
Nungu"	Hedgehog
Nurhu"	Stubborn. Attitude
Nwala"	Fingernail
Nxaxamelo"	List
Nxaxameto "	List
Nxikwa"	Earthworm.
Nxorhonxorho"	Cartilage
Nyala"	Onion
Nyama"	Meat
Nyamalala"	Disappear
Nyamalarile"	Disappeared
Nyan'waka"	This year
Nyandlamela"	Sneak. Tread carefully.
Nyanisa"	Affirm. Certify
Nyankwave"	Shark
Nyanyula"	Amuse. Entertain
Nyarhi"	Buffalo
Nyeleti"	Star
Nyenya"	Despise
Nyenyankulu"	March
Nyika"	Give
Nyikela"	Offer. Give to
Nyiketa"	Deliver
Nyikiwa"	Given
Nyikiwile"	Gifted
Nyiko"	Gift
Nyimba"	Womb in pregnancy
Nyimpfu"	Sheep
Nyimpi"	War. Battle
Nyiyi"	Berchemia Discolor
Nyonga"	Thigh
Nyongwa"	Gallstones
Nyonyova"	Stingy
Nyuhela"	Fat
Nyukisa"	Melt. Smelt. Making something glow
Nyuku"	Sweat
Nyuma"	Be shy
Olela"	Pick up
Olova"	Soft
Onge"	As if
Ongola"	Nurse
Onha"	Spoil
Onhaka"	Degenerate
Onheka"	Spoiled
Onhetela"	Destroy
Oswa"	Adultery
Ovhakhadi"	Avocado
Oyili"	Oil
Pala"	Pole. Skull.
Papa"	Cloud
Papalata"	Prevent
Papawa"	Pawpaw
Papila"	Letter.
Paseka"	Easter
Pavalala"	Lie on one's stomach
Pela"	Cross a river
Pempe"	Whistle
Pencisi"	Peach
Penda"	Paint
Peni"	1 cent
Perikisi"	Peach
Peta "	Put Inside
Petsa"	Fold. Bend.
Pfala"	Close. Shut
Pfaleka"	Closed
Pfanganya "	Mix up
Pfhalakaxa"	Suddenly
Pfilunganya "	Confuse
Pfilwa"	Medlar
Pfimba"	Swell
Pfinya"	Rape
Pfuka"	Rise
Pfula"	Open
Pfulela"	Open. Open for
Pfumala"	Lack
Pfumaleka"	Lacking
Pfumela"	Agree. Accept
Pfuna"	Help
Pfunekile"	Helped. assited.
Pfuneni"	Helping
Pfurha"	Burn fiercely
Pfuta"	Leak
Pfuxa"	Wake
Phaphatani"	Butterfly
Phata"	Praise
Phendla"	Page
Phija"	Trip
Phikhokho"	Peacock
Philisi"	Pill
Phoma"	Drip
Phorha "	Maul
Phorisa"	Policeman
Photosa"	Press
Phula"	Take away from fire
Phungubye"	Jackal
Phunta"	Stupid
Phuntisa"	Fool. To fool someone.
Phuphu"	Pillar
Phuphula"	-
Phyembye "	Gorgeous Lady
Phyuphya"	Pure. Rest
Phyuphyisa"	Refreshing
Pima"	Measure
Pimanisa"	Compare
Pipi"	Smoking pipe
Pisalema"	Psalm
Pitori"	Pretoria
Pona"	Escape. Survive
Pondo"	Pound
Pongo"	Noise
Ponisa"	Save
Poso"	Post mail
Poto"	Pot
Pume"	Spider
Purasi"	Farm
Puta "	Feel Pity
Pyeretsetse"	Filthiness
Pyopyiwa"	Drunk. Get drunk
Qamba"	Compose
Qaxa"	Employ
Qhavula"	Shake hands
Qhivi"	Dam
Quva"	Manure
Raha"	Kick
Rahela"	Kick for
Rahile"	Kicked
Ravumbirhi"	Tuesday
Ravumune"	Thursday
Ravunharhu"	Wednesday
Ravuntlhanu"	Friday
Relaxing"	Wisile
Rendzo"	Journey
Rhakarhaka"	Cucumber
Rhaku"	Buttock
Rhama"	Cheek
Rhamba"	Invite
Rhambu"	Bone
Rhandi"	Rand
Rhandza"	Love
Rhandzana"	Love one another
Rhandzekile"	Loved
Rhandzile"	Loved
Rhanga"	Begin
Rhavi"	Branch
Rhayisi"	Rice
Rhebeyila"	Blackberry
Rhenga"	Incline. Late afternoon 
Rhengu"	Plan
Rhengwe"	Anything circular
Rhetela"	Slippery. Smooth
Rheyila"	Drive
Rhidabazi"	-
Rhimila"	Mucus
Rhiya"	Set a trap
Rhole"	Calf
Rhompfa"	African custard-apple
Rhukana"	Insult
Rhuketela"	Insult
Rhula"	Unload
Rhula"	Peace
Rhulani"	Harmony. Peace
Rhuma"	Send
Rhumbu"	Intenstine
Rhurha"	Relocate
Rhurhela"	Receive guest
Rhurhumela"	Shiver
Rhwala"	Carry. Carry Load
Riboboma"	Waterfall
Ribungwa"	Brown
Ribuwa"	Beach
Ribye"	Stone
Ricece"	Small baby
Ridaka"	Mud
Riendli"	Verb
Rifu"	Death
Rifumu"	Wealth
Rifumuni"	Death. What kind of death.
Rifuva"	Asthma
Rihati"	Lightning 
Rihisa"	Fine. Make someone pay
Rihlakahla"	Horned melon
Rihlanganisi"	Conjunction
Rihlanguti"	Side
Rihlaza"	Green
Rikhada"	Infant
Rikhozana"	Falcon
Rikotse"	Last born
Rila"	Cry
Rima"	Plough
Rimpfani"	Chameleon
Rin'wana"	Another
Rindza"	Watch over
Rindzela"	Expect. Wait for something
Ringa"	Tempt
Ringana"	Sufficient
Ringanisa"	Compare
Ringanyeto"	Size
Ringanyiso"	Size
Rinhi"	Stick
Rini"	When
Rinoko"	Attention
Riperile"	Sunset. Night. Good night 
Riperile"	Sunset. Good evening
Ripfalo"	Conscience
Ripfumelo"	Belief
Riqingo"	Telephone
Rirhandzu"	Love
Ririmi"	Tongue
Ririmi"	Tongue
Ririmi"	Language
Risenga"	Xitsonga traditional name
Risima"	Value
Risimati"	A traditional name for men
Risiva"	Feather
Risokoti"	Ant
Risuna"	Scent . Agreeable
Ritiho"	Finger
Rito"	Word
Ritoho"	Monkey
Ritshuri"	Dust
Ritshwa"	Burning bush
Ritukulu"	Hand tremor
Rivala"	Field
Rivala"	Forget
Rivalela"	Forgive
Rivati"	Door
Rivengo"	Hatred
Rivoni"	Lamp
Rivoningo"	Light
Riwa"	Fall. A fall (away from a mountain brink)
Rixaka"	Relative. Kind
Rixile"	Sunrise. Good Morning
Rixiyi"	Eyebrow
Rohetelela"	For the last time
Roko"	Dress
Rona"	That. For nouns starting with 'r'
Sagwadi"	Award
Sahu"	Saw
Sakani"	Black eyed pea
Sala"	Monkey Orange
Sala"	Remain
Salamanga"	Coconut
Sambhoko"	Sjambok
Sangu"	Large mat
Sasavona"	Helper
Saseka"	Pretty
Sasekani"	Beautiful
Sasekile"	Beautiful
Sasekisa"	Beautify. Decorate
Sava"	Sand
Sawutiso"	Contraceptive
Sekwa"	Duck
Siku"	Day
Sila "	Grind
Silivhere"	Silver
Simeka"	Transplant
Simula"	Uproot
Sindzisa"	Force
Singita"	Miracle
Sirha"	Grave
Sirhela"	Conceal
Siva"	Obstruct
Sivara"	Brother in law
Sivela"	Prevent
Siverile"	Prevented
Siya"	Leave
Socha"	Soldier
Sofa"	Couch
Sola"	Blame
Somisa"	-
Sonto"	Sunday
Sovorhi"	Pepper 
Suka"	Depart
Sukumbela"	Centipede
Sula"	Wipe
Sululwani"	Dizziness
Suma"	Intone
Sungukati"	Female Royal counsellor
Sungula"	Begin
Sungulo"	Begining
Sunguti"	January
Susa"	Take off
Susetela"	Remove
Swa"	For. Belonging to
Swahina"	Ours
Swahombe"	Good things
Swakahle"	Good
Swakwe"	Hers. His
Swanga"	Mina
Sweka"	Cook
Swekeni"	Cooking
Sweswi"	Now
Swi"	It. Plural for nouns starting with 'xi'
Swibokisani"	Small boxes
Swicelwa"	Minerals
Swidzidziharisi"	Drug
Swifaki"	Mealies
Swiharhi"	Animals
Swikonso"	Cakes
Swikoxo"	Complaints
Swikunwana"	Toes
Swilo"	Things
Swin'wana"	Others
Swin'we"	Together
Swinene"	Good
Swinene-nene"	Very well
Swirhatana"	Inverted Commas
Swisolo"	Criticism. Doubts
Switsutsusu"	Drizzle
Swivoni"	Mirrors
Swivuriso"	Proverbs
Swoboha"	Mandatory. (It is mandatory)
Swofana"	Same
Swona"	These. For nouns starting with 'swi'
Swukuta"	Chase birds away
Tafula"	Table
Tala"	Rubbish heap
Tala"	Full
Taleni"	Rubbish heap
Tamatinhova"	Wild tomatoes
Tamba"	Fart
Tambha"	Rock
Tana"	Come
Tandza"	Egg
Tapula"	Potato
Tatana"	Father
Tati"	Sister
Teka"	Take
Teka"	Marry
Tekana"	Marry. Marry each other.
Tekele"	Took. Inheriting a personality or looks
Tempele"	Temple
Tende"	Tent
Tengisa"	Purify
Tengiso"	Purification
Thagavele"	-
Thatha"	Roast
Thayele"	Tyre
Thona"	Drop
Thotha"	Dip
Thubobo"	20 cents
Thugamama"	Young girl
Thyaka"	Dirt
Thyakisa"	Pollute
Thyeke"	Amaranthus
Tiboha"	Commit. Bind oneself
Tihanyi"	Cruelty
Tihele"	Hell
Tihlo"	Eye
Tihlolo"	Traditional healer's bones and stones
Tihove-ta-Valungu"	Lantana rugosa
Tika"	Pregant
Tika"	Heavy
Tikhoma"	Restrain
Tikile"	Pregnant
Tikomba"	Show
Tikurisa"	Boast
Tile"	Came
Tilo"	Heaven
Timanga"	Peanut
Timbangi"	Cannabis. Dagga. Marijuana
Timbaweni"	Cowpea
Timbilu"	-
Tin'wana"	Others. Used to refer to e.i. animals in plural.
Tindluwa"	Bambara groundnut. Voandzeia subterranea. 
Tindzhiva"	Dialium Schlechteri
Tingana"	Diffidence. Shyness
Tingani"	How many
Tinguvu"	-
Tingwenya"	Crocodiles
Tino"	Tooth
Tinopisi"	Earings
Tintanghu"	Shoes
Tintiho"	Finger
Tintswalo"	Grace
Tintswalo"	Mercy
Tinxaka"	Kinds. Types
Tinyawa"	Peas
Tinyiko"	Gifts. Presents
Tiphina"	Enjoy
Tirha"	Work
Tirhelo"	System. A way of working
Titimela"	Cold
Titivala"	Faint
Tiva"	Know
Tiva"	Lake. Pool
Tivela"	Know
Tivula"	Give birth to your  first child
Tixiyi"	Eyebrows
Tiya"	Be strong
Tiya-ya-nhova"	Athrixia Phylicoides
Tiyani"	Plural for be strong 
Tiyiselani"	Persevere. Stay strong.
Tlakula"	Carry. Pick up
Tlanga"	Play
Tlangela"	Celebrate
Tlapa"	Flat stone
Tlela"	Sleep
Tlhandluka"	Ascend
Tlharhi"	Spear
Tlhariha"	Be clever
Tlhava"	Stab
Tlhaviwile"	Stabbed
Tlhela"	Go back
Tlhelela"	Go back
Tlherisa"	Return. Take back.
Tluka"	Leaf
Tlula"	Jump
Tobo"	Muskmelon
Tolo"	Yesterday
Tolweni"	Day before yesterday
Toma"	Wild fruit tree
Tona"	That. For nouns starting with 't'
Torha"	Thirst
Tsakamisa"	Make something wet
Tsakani"	Be happy
Tsakisa"	Excite. Make someone happy
Tsala"	Write
Tsalwa"	Manuscript
Tsatsawani"	A Xitsonga name for women 
Tsavu"	Vegetable
Tsengele"	Yellow Plum. Sour plum
Tsetselela"	To show mercy 
Tshaha"	Quote
Tshama"	Seat
Tshamile"	Seated
Tshamiseka"	Settle down. Be Seated
Tshamisekile"	Seated
Tshanga"	Kraal
Tshatshi"	Dandruff
Tshembani"	Believe. (Plural)
Tshembisa"	Promise
Tsheve"	Under the armpit
Tshika"	Leave. Resign
Tshikelela"	Press
Tshindzi"	Tree trunk
Tshinya"	Discipline. Call to order
Tshinyiwa"	Disciplined. Called to order
Tshova"	Break
Tshuka"	Get frightened
Tshuka"	Termite hill
Tshwuka"	Red
Tsikwani"	Hiccups
Tsokombela"	Sweet. Nice
Tsolo"	Knee
Tsona"	Parsimonious
Tsonana"	Parsimonious
Tsongo"	Small
Tsundzuka"	Remember
Tsundzukile"	Remembered
Tsundzuxa"	Remind
Tsundzuxile"	Reminded
Tsundzuxiwa"	Be reminded
Tsutsuma"	Run
Tswala"	Give birth
Tuva"	Dove
Twa"	Hear
Twala"	Audible. Sound
Twana"	Hear. Listen
Twela"	Pity. Feel pity for.
Tyatyasa"	Sharpen
Un'we"	One
Vaaki"	Society
Vabya"	Sick
Vabyisa"	Sicken
Vadzinga-swikamba"	Commoners
Vaendzi"	Visitors
Vakokwana"	Forefathers
Vakon'wana"	Family in law
Valoyi"	Witches
Vamakwerhu"	Siblings
Vamba"	Stretch. Crucify
Vambe"	Foreign. Other
Vambirhi"	Two
Van'wani"	Some
Vana"	Children
Vandla"	Royal regiment
Vandla"	Troop
Vangala"	Amaranthus
Vanhu"	People
Vantukulu"	Offspring
Vatswari"	Parents
Vava"	Painful
Vavisa"	Hurt 
Vaviseka"	Suffer
Velekiwa"	Born
Vendze"	Blood of Animal
Venga"	Hate
Vhiki"	Week
Vhilwa"	Wheel
Vhinyo"	Wine
Vika"	Inform
Vila"	Boil
Vilela"	Grumble
Vindzuka"	Waking early
Vingi"	In-laws
Vinyi"	Royals
Viriviri"	Peri peri
Vita"	Name
Vito"	Name
Voko"	Hand
Vomu"	Deliberately
Vona"	Them
Vona"	See
Vonaka"	Appear
Vonani"	Behold
Vonile"	Saw
Vuhleri"	Indictment. Conviction 
Vuhosi"	Chiefdom
Vukati"	Marriage
Vukona"	Presence
Vukorhokeri"	Service
Vukosi"	Chiefdom
Vukuvuku"	Raven
Vula"	Say
Vulavula"	Talk. Speak
Vulolo"	Laziness
Vulombe"	Honey
Vulongo"	Cow dung. Animal feces
Vumba"	Clay
Vumunhu"	Humanity
Vundzu"	Apple
Vungwa"	Apricot-vine
Vunwa"	Lies
Vunyingi"	Abundance
Vupeladyambu"	West
Vupfumari"	Impoverishment
Vusiwana"	Poverty
Vuswa"	Porridge. Pap
Vusweti"	Poverty
Vutalo"	Detail
Vuthala"	Evidence
Vutho"	Regiment
Vutisa"	Ask
Vutivi"	Knowledge
Vutla"	Snatch
Vutlhari"	Wisdom
Vutluti"	Navigation
Vutomi"	Life
Vutshevi"	Fishing
Vutshila"	Art
Vuxeni"	East
Vuxokoxoko"	Details
Vuya"	Return
Vuyile"	Returned
Vuyisa"	Return
Wa"	For. Belonging to.
Wachi"	Clock
Wansati"	Woman
Wantima"	African
Wanuna"	Man
Wasi"	Blue
Wena"	You
Wisani"	Rest
Wondla"	Take care. Raise a child
Wonge"	Like
Wunga"	Hover
Xa"	For. that.
Xaka"	Relative. Kind. Type
Xakela"	Spoil. Destroy. Seduce a girl.
Xakunwa"	Beverage
Xalamuka"	Wake up. Normal state.
Xalati"	-
Xama"	Tie loosely.
Xambhulela"	Umbrella.
Xambila"	Explore. Work for ﬁrst time. Begin
Xana"	Way of asking a question
Xandla"	Palm. Palm of the hand
Xandlalo"	Bedding
Xandzhaku"	Backwards
Xanga"	Mine
Xangu"	Trial. Sorrow. Grief. Adversity.
Xangula"	Bewitch
Xanisa"	Bother. Persecute. ill-treat 
Xaniseka"	Suffer. Be persecuted. Be grieved.
Xanyatsi"	Mopane tree
Xava"	Buy
Xavela"	Buy something for someone.
Xavelela"	Beg
Xavisa"	Sell
Xavisela"	Sell. Sell for. Sell to
Xawula"	Delicious
Xaxamela"	Go in order. In ﬁle. Fall in line.
Xaxameta"	List. To list.
Xaxameto"	Line up
Xeka"	Carve. Cut with knife
Xela"	Propose
Xenga"	Deceive. Cheat. Betray.
Xengelela"	Lay an ambush. Deceive.
Xengetelo"	Allowance.
Xeva"	Eat some sauce with the ordinary mealie porridge.
Xewani"	Good morning. Good day
Xeweta"	Greet. Hail.
